Question,A,B,C,D,Answer,Grade
"Nhận xét “Sử dụng thể loại hồi kí với lời văn chân thành, giọng điệu trữ tình, tha thiết” ứng với đặc sắc nghệ thuật của văn bản nào?",Tôi đi học,Trong lòng mẹ,Tức nước vỡ bờ,Lão Hạc,B,Ngữ văn 8
"Điền từ còn thiếu cho câu văn sau: Bằng ngòi bút hiện thực sinh động, ... đã vạch trần bộ mặt tàn ác, bất nhân của xã hội thực dân phong kiến đương thời; xã hội ấy đã đẩy người nông dân vào tình cảnh vô cùng cực khổ, khiến họ phải liều mạng chống cự lại.",Lão Hạc,Ngô Tất Tố,Tức nước vỡ bờ,Đoạn trích Trong lòng mẹ,B,Ngữ văn 8
Nhận định sau ứng với nội dung chủ yếu của văn bản nào?,Tôi đi học,Trong lòng mẹ,Tức nước vỡ bờ,Lão Hạc,D,Ngữ văn 8
"Các tác phẩm Tức nước vỡ bờ, Những ngày thơ ấu, Lão Hạc có những điểm gì chung?","Đều là văn tự sự, đều được xếp vào truyện kí hiện đại (sáng tác vào thời kì 1930-1945).","Cùng có đề tài con người và cuộc sống đương thời của tác giả đều đi sâu miêu tả số phận của những con người bị dập vùi, cực khổ.",Đều chan chứa tinh thần nhân đạo,"Cả A, B, C đều đúng",D,Ngữ văn 8
Từ ảo ảnh trong đoạn văn trên mang nghĩa là gì?,"Hình ảnh giống như thật, nhưng không có thật","Hiện tượng quang học xảy ra ở các xứ nóng, khiến tưởng như nhìn thấy ở phía trước có nước, thường với những hình ảnh lộn ngược của những vật ở xa.","Hình ảnh của cái không có thật nhưng giống như thật; ở đây nói đến một hiện tượng đặc biệt chỉ thấy ở sa mạc: người đi trên sa mạc thấy phía xa có hình ảnh cây cối soi bóng trên mặt nước, tưởng ở đó có hồ nước, nhưng thực ra, đó chỉ là ảo ảnh được tạo ra bởi lớp không khí nóng trên sa mạc mà thôi",Câu A và B đúng,C,Ngữ văn 8
Dòng nào nêu đúng nhất về đặc sắc nghệ thuật của truyện ngắn Lão Hạc?,"Nghệ thuật xây dựng hình huống truyện độc đáo, miêu tả tâm lí nhân vật đặc sắc","Miêu tả chân thực, so sánh tiêu biểu, lời văn tha thiết, cảm động","Sử dụng điểm nhìn của trẻ thơ hồn nhiên, trong sáng","Cả A, B và C đều sai",A,Ngữ văn 8
Nhân vật xưng tiếm trong đoạn văn là ai?,Ông giáo trong tác phẩm Lão Hạc,Nhân vật lão Hạc trong truyện ngắn cùng tên,Vợ ông giáo trong tác phẩm Lão Hạc,Một nhân vật khác,A,Ngữ văn 8
"Các tác phẩm Tôi đi học, Những ngày thơ ấu, Lão Hạc được sáng tác vào thời kì nào?",1900 – 1930,1930 – 1945,1945 – 1954,1954 – 1975,B,Ngữ văn 8
Văn bản nào sử dụng thể loại hồi kí?,Tôi đi học,Trong lòng mẹ,Tức nước vỡ bờ,Lão Hạc,D,Ngữ văn 8
Chọn câu trả lời đúng về thể loại và năm ra đời của văn bản “Tôi đi học “ của tác giả Thanh Tịnh?,Nhật kí-1937.,Tiểu thuyết - 1938.,Truyện dài - 1939.,Truyện ngắn - 1941.,A,Ngữ văn 8
"Trong những tác phẩm dưới đây, tác phẩm nào không nhắc đến hình ảnh người mẹ?",Những ngày thơ ấu của Nguyên Hồng.,Tắt đèn của Ngô Tất Tố.,Lão Hạc của Nam Cao,Tôi đi học của Thanh Tịnh.,C,Ngữ văn 8
Đoạn trích nào đã thể hiện một cách khéo léo bộ mặt độc ác tàn nhẫn của bọn tay sai thực dân phong kiến và tinh thần phản kháng quyết liệt của người nông dân?,Tức nước vỡ bờ của Ngô Tất Tố.,Những ngày thơ ấu của Nguyên Hồng.,Chiếc lá cuối cùng của O Hen-ri.,Lão Hạc của Nam Cao.,A,Ngữ văn 8
Đặc điểm nghệ thuật nổi bật trong truyện ngắn Lão Hạc của Nam Cao là gì?,Truyện giàu chất thơ với những rung động tinh tế.,"Khắc hoạ tính cách nhân vật và miêu tả hiện thực cuộc sống sinh động, hấp dẫn.","Diễn tả tâm lí nhân vật sâu sắc, lối kể chuyện tự nhiên nhưng đậm chất triết lí và trữ tình.","Lời văn tự sự chân thành, trữ tình thiết tha.",C,Ngữ văn 8
"Giá trị nội dung, tư tưởng của các tác phẩm văn học hiện thực trước năm 1945 là gì?",Giá trị biểu cảm và giá trị hiện thực.,Giá trị nhân đạo và giá trị hiện thực.,Giá trị biểu cảm và giá trị phê phán.,Giá trị phê phán và giá trị nhân đạo.,B,Ngữ văn 8
Tác phẩm nào dưới đây ghi lại cảm giác hồi hộp và những kỉ niệm trong sáng của một em bé trong ngày đầu tiên đến trường?,Những ngày thơ ấu của Nguyên Hồng.,Tôi đi học của Thanh Tịnh.,Hai cây phong của Ai-ma-tôp.,Chiếc lá cuối cùng của O Hen-ri.,A,Ngữ văn 8
"Tác phẩm nào sau đây không thể hiện cuộc sống cùng khổ, đau thương và phẩm chất tốt đẹp của người nông dân Việt Nam dưới thời Pháp thuộc?",A. Tắt đèn của Ngô Tất Tố.,B. Lão Hạc của Nam Cao.,C. Những ngày thơ ấu của Nguyên Hồng.,"D. Cả (1), (2), (3) đều đúng.",D,Ngữ văn 8
Đâu không phải là văn bản truyện kí Việt Nam đã học?,Trong lòng mẹ,Cô bé bán diêm,Lão Hạc,Tức nước vỡ bờ,D,Ngữ văn 8
"Điểm khác nhau hoàn toàn của các văn bản Trong lòng mẹ, Tức nước vỡ bờ, Lão Hạc là gì?",Số phận nhân vật,Tình cảm của nhà văn,Nghệ thuật trong văn bản,Thể loại,D,Ngữ văn 8
Nhận định sau ứng với nội dung chủ yếu của văn bản nào?,Tôi đi học,Trong lòng mẹ,Tức nước vỡ bờ,Lão Hạc,D,Ngữ văn 8
"Điền từ còn thiếu cho câu văn sau: Bằng ngòi bút hiện thực sinh động, ... đã vạch trần bộ mặt tàn ác, bất nhân của xã hội thực dân phong kiến đương thời; xã hội ấy đã đẩy người nông dân vào tình cảnh vô cùng cực khổ, khiến họ phải liều mạng chống cự lại.",Lão Hạc,Tôi đi học,Tức nước vỡ bờ,Trong lòng mẹ,A,Ngữ văn 8
Nhận định nào đúng với văn bản Thông tin về Ngày Trái Đất năm 2000?,Là văn bản được soạn thảo dựa trên bức thông điệp của 13 cơ quan nhà nước và tổ chức phi chính phủ phát đi ngày 22 – 04 – 2000 nhân lần đầu tiên Việt Nam tham gia Ngày Trái Đất,Là văn bản được soạn thảo dựa trên bức thông điệp của 13 cơ quan nhà nước và tổ chức phi chính phủ phát đi ngày 22 – 04 – 2000 nhân lần đầu tiên Việt Nam tham gia ngày Thế giới bảo vệ môi trường.,Là văn bản được soạn thảo dựa trên bức thông điệp của 13 cơ quan nhà nước và tổ chức phi chính phủ phát đi ngày 22 – 04 – 2000 nhân lần đầu tiên Việt Nam tham gia ngày Thế giới không hút thuốc lá,Là văn bản được soạn thảo dựa trên bức thông điệp của 13 cơ quan nhà nước và tổ chức phi chính phủ phát đi ngày 22 – 04 – 2000 nhân lần đầu tiên Việt Nam tham gia ngày Thế giới phòng chống ma túy.,A,Ngữ văn 8
Nhận định nào là đúng nhất về các giải pháp hạn chế việc dùng bao bì ni lông mà người viết đưa ra trong bài?,Chưa phù hợp với trình độ phát triển của con người,Vượt quá khả năng của con người,Không có tính thuyết phục và khả thi,Có tính thuyết phục và khả thi,D,Ngữ văn 8
Ý nào nói lên mục đích lớn nhất của tác giả khi viết văn bản Thông tin về Ngày Trái Đất năm 2000?,Để mọi người không sử dụng bao bì ni lông nữa.,Để mọi người thấy Trái Đất đang bị ô nhiễm nghiêm trọng,Để góp phần vào việc tuyên truyền và bảo vệ môi trường của Trái Đất,Để góp phần vào việc thay đổi thói quen sử dụng bao bì ni lông của mọi người,C,Ngữ văn 8
Phát biểu nào sau đây là sai?,Bao bì ni lông không thể phân hủy được,Văn bản đưa đến cho chúng ta thông điệp: Hãy dùng một ngày trong cuộc đời để nói không với bao bì ni lông,"Túi ni lông qua sử dụng là rác thải. Nhưng loại rác thải này lại được dùng đựng các loại rác thải khác khiến chúng càng khó phân hủy và sinh ra chất độc hại: NH3, CH4, H2S.",Văn bản chỉ ra tác hại nghiêm trọng của việc sử dụng bao bì ni lông,A,Ngữ văn 8
Văn bản Thông tin về Ngày Trái Đất năm 2000 chủ yếu sử dụng phương thức biểu đạt nào?,Tự sự,Nghị luận,Thuyết minh,Biểu cảm,C,Ngữ văn 8
Từ hoặc cụm từ nào được coi là phương tiện để liên kết các nội dung của phần 2 trong văn bản Thông tin về Ngày Trái Đất năm 2000?,Hãy,Vì vậy,Như chúng ta đã biết,"Cả A, B, C đều đúng",B,Ngữ văn 8
Phương tiện liên kết đó dùng để nối những nội dung nào với nhau?,A. “Tác hại của việc sử dụng bao bì ni lông đối với môi trường tự nhiên” và “một số giải pháp cho vấn đề sử dụng bao bì ni lông ở Việt Nam”,B. “Ích lợi của việc sử dụng bao bì ni lông” và “một số giải pháp cho vấn đề sử dụng bao bì ni lông”,C. “Hiện trạng của môi trường ở Việt Nam” và “một số giải pháp cho vấn đề sử dụng bao bì ni lông”,D. “Tác hại của việc sử dụng bao bì ni lông” và “một số giải pháp cho vấn đề sử dụng bao bì ni lông”,D,Ngữ văn 8
Nhận định nào không nói về tác hại của bao bì ni lông đối với môi trường tự nhiên?,Bao bì ni lông lẫn vào đất làm cản trở quá trình sinh trưởng của các loài thực vật bị nó bao quanh,"Bao bì ni lông bị vứt xuống cống làm tắc các đường dẫn nước thải, làm tăng khả năng ngập lụt của các đô thị về mùa mưa","Bao bì ni lông màu đựng thực phẩm làm ô nhiễm thực phẩm do chứa các kim loại như chì, ca-đi-mi gây tác hại cho não và là nguyên nhân gây ung thư phổi",Bao bì ni lông trôi ra biển làm chết các sinh vật khi chúng nuốt phải,D,Ngữ văn 8
Một ngày không sử dụng bao bì ni lông là chủ đề của Ngày Trái Đất của quốc gia hay của khu vực nào?,Toàn thế giới,Nước Việt Nam,Các nước đang phát triển,Khu vực châu Á,A,Ngữ văn 8
"Trong văn bản trên, tác giả đã chỉ ra điều gì là nguyên nhân cơ bản nhất khiến cho việc dùng bao bì ni lông có thể gây nguy hại với môi trường tự nhiên?",Tính không phân hủy của pla – xtic,Trong ni lông màu có nhiều chất độc hại,"Khi đối bao bì ni lông, trong khói có nhiều khí độc",Chưa có phương pháp xử lí rác thải ni lông,A,Ngữ văn 8
Nội dung của đoạn văn “Như chúng ta đã biết ... các dị tật bẩm sinh cho trẻ sơ sinh” là gì?,Những nguyên nhân làm cho môi trường bị ô nhiễm nghiêm trọng,"Tác hại của việc sử dụng bao bì ni lông đối với môi trường, sức khỏe và con người",Những nhược điểm của bao bì ni lông với các vật liệu khác,Những tính chất hóa học cơ bản của bao bì ni lông và tác dụng của nó trong đời sống của con người,C,Ngữ văn 8
"Trong văn bản Thông tin về Ngày Trái Đất năm 2000, bao bì ni lông được coi là gì?",Một loại rác thải công nghiệp,Một loại chất gây độc hại,Một loại rác thải sinh hoạt,Một loại vật liệu kém chất lượng,A,Ngữ văn 8
Hai từ “hãy” trong phần cuối của văn bản được hiểu theo nghĩa nào?,"Là tiếng thốt ra để gọi người đối thoại, có ý thúc giục","Biểu thị điều kiện bắt buộc không thể không làm, nhất thiết không thể khác hoặc nhất thiết cần có","Biểu thị yêu cầu có tính chất mệnh lệnh hoặc thuyết phục, động viên làm việc gì đó, nên có thái độ nào đó","Biểu thị điều, việc đang nói đến là hay, có lợi, làm hoặc thực hiện được thì tốt hơn",C,Ngữ văn 8
Tác hại của bao nilong với con người:,Cống tắc sẽ khiến cho muỗi sinh sôi và gây dịch bệnh.,Sử dụng những loại ni lông màu sẽ làm ô nhiễm thực phẩm.,"Đốt ni lông gây nên hiện tượng ngộ độc, khó thở, giảm miễn dịch, dị tật,...",Tất cả các ý trên,D,Ngữ văn 8
Chủ đề chính của Ngày Trái Đất năm 2000 là gì?,Hạn chế sử dụng bao ni lông.,Một ngày không dùng bao ni lông.,Tái sử dựng bao ni lông.,Không vút bao ni lông xuống các cống dẫn nước thải.,B,Ngữ văn 8
Văn bản “Thông tin về Ngày Trái Đất năm 2000” có ý nghĩa là gì?,Hạn chế việc sử dụng bao ni lông của người dân.,Báo động những tác hại của bao ni lông.,Tạo ra thói quen khi sử dụng bao ni lông của người dân.,Phát động một ngày không sử dụng bao ni lông trong nước.,D,Ngữ văn 8
Tác hại của bao ni lông được nêu ra trong văn bản “Thông tin về Ngày Trái Đất năm 2000” là gì?,"Sự tắc nghẽn hệ thống cống rãnh làm cho muỗi phát sinh, lây truyền dịch bệnh.","Bao ni lông lẫn vào đất làm cản trở quá trình sinh trưởng của các loài thực vật bị nó bao quanh, cản trở sự phát triển của cỏ dẫn tới hiện tượng xói mòn đất.","Bao bì ni lông vứt xuống cống làm tắc các đường dẫn nước thải, làm tăng khả năng ngập lụt.",Tất cả đều đúng.,D,Ngữ văn 8
Câu nào sau đây không phải là giải pháp được đưa ra trong văn bản: “Thông tin về Ngày Trái Đất năm 2000”?,Không sử dụng bao ni lông khi không cần thiết.,Tái sử dụng bao ni lông bằng cách giặt và phơi khô.,Không nên tái sử dụng bao ni lông.,"Thông tin những hiểu biết của mình về bao ni lông cho bạn bè, người thân và xã hội.",C,Ngữ văn 8
Văn bản “Thông tin về Ngày Trái Đất năm 2000” đã đề ra giải pháp nào dưới đây cho vấn đề sử dụng bao ni lông?,"Thay đổi thói quen sử dụng bao ni lông, cùng nhau giảm thiểu chất thải ni lông bằng cách tái sử dụng chúng.",Chôn bao ni lông sau khi đã sử dung.,Mọi người tự tìm hiểu về tác hại của bao ni lóng đối với môi trường.,Tuyệt đối không sử dựng bao ni lông mà thay vào đó là các loại bao bì khác dễ bị phân huỷ.,A,Ngữ văn 8
