Question,First_half,Label
"Khi nằm trên đệm mút ta thấy êm  [MASKED]
A: Vì đệm mút mềm hơn phản gỗ nên áp suất tác dụng lên người giảm. 
B: Vì đệm mút dầy hơn phản gỗ nên áp suất tác dụng lên người giảm.
C: Vì đệm mút dễ biến dạng để tăng diện tích tiếp xúc vì vậy giảm áp suất tác dụng lên thân người. 
D: Vì lực tác dụng của phản gỗ vào thân người lớn hơn.
",Khi nằm trên đệm mút ta thấy êm ,hơn khi nằm trên phản gỗ. Tại sao vậy?
"Trong các chuyển động sau,  [MASKED]
A: Chuyển động của xe buýt từ Thủy Phù lên Huế. 
B: Chuyển động của quả dừa rơi từ trên cây xuống
C: Chuyển động của Mặt Trăng quanh Trái Đất 
D: Chuyển động của đầu cánh quạt
","Trong các chuyển động sau, ",chuyển động nào là đều:
"Một thùng cao 1,5m đựng đầy nước, áp suất của nước lên  [MASKED]
A: 15000Pa và 5000Pa. 
B: 1500Pa và 1000Pa.
C: 15000Pa và 10000Pa. 
D: 1500Pa và 500Pa.
","Một thùng cao 1,5m đựng đầy nước, áp suất của nước lên ","đáy thùng và lên 1 điểm cách miệng thùng 0,5m lần lượt là:"
"Nhúng một vật vào trong chất  [MASKED]
A: $P < F_{A}$ 
B: $P = F_{A}$
C: $P - F_{A} = 0$ 
D: $P > F_{A}$
",Nhúng một vật vào trong chất ,lỏng thì vật nổi lên khi :
"Có một ô tô đang chạy trên  [MASKED]
A: Ô tô chuyển động so với mặt đường. 
B: Ô tô đứng yên so với người lái xe
C: Ô tô chuyển động so với người lái xe 
D: Ô tô chuyển động so với cây bên đường.
",Có một ô tô đang chạy trên ,đường. Câu phát biểu nào là không đúng?
"Một ô tô có vận tốc  [MASKED]
A: 10m/s 
B: 3m/s
C: 36m/s 
D: 0,9 m/s
",Một ô tô có vận tốc ,"36km/h, vận tốc này bằng với:"
"Ba vật làm bằng ba chất khác nhau là đồng, sắt, nhôm, có lượng bằng nhau. Khi nhúng  [MASKED]
A: Vật làm bằng đồng 
B: Vật làm bằng nhôm
C: vật làm bằng sắt 
D: Cả ba vật như nhau
","Ba vật làm bằng ba chất khác nhau là đồng, sắt, nhôm, có lượng bằng nhau. Khi nhúng ",chúng ngập vào trong nước thì lực đẩy nước tác dụng vào vật nào là lớn nhất ?
"Một nhóm học sinh đẩy một xe chở đất đi từ A đến B trên một đoạn đường bằng phẳng nằm ngang. Tới B đổ hết  [MASKED]
A: Công ở lượt đi bằng công ở lượt về vì đoạn đường đi được như nhau 
B: Công ở lượt đi lớn hơn vì lực kéo ở lượt đi lớn hơn lực kéo ở lượt về
C: Công ở lượt về lớn hơn vì xe không thì đi nhanh hơn. 
D: Công ở lượt đi nhỏ hơn vì kéo xe nặng thì đi chậm hơn.
",Một nhóm học sinh đẩy một xe chở đất đi từ A đến B trên một đoạn đường bằng phẳng nằm ngang. Tới B đổ hết ,đất trên xe xuống rồi lại đẩy xe không đi theo đường cũ về A. So sánh công sinh ra ở lượt đi và lượt về.
"Một người công nhân dùng ròng rọc động để nâng một vật lên cao 7m với lực kéo ở  [MASKED]
A: 1120J 
B: 2420J
C: 22400J 
D: 2240J
",Một người công nhân dùng ròng rọc động để nâng một vật lên cao 7m với lực kéo ở ,đầu dây tự do là 160N. Hỏi người công nhân đó đã thực hiện một công bằng bao nhiêu?
"Một bình hình trụ cao 2,5m đựng đầy nước. Biết khối lượng riêng  [MASKED]
A: 250Pa. 
B: 400Pa.
C: 2500Pa. 
D: 25000Pa.
","Một bình hình trụ cao 2,5m đựng đầy nước. Biết khối lượng riêng ",của nước là 1000kg/m3. Áp suất của nước tác dụng lên đáy bình là:
"Mọi vật trên trái đất đều chịu tác  [MASKED]
A: Không khí giản nở vì nhiệt. 
B: Không khí cũng có trọng lượng.
C: Chất lỏng cũng có trọng lượng. 
D: Không khí không có trọng lượng.
",Mọi vật trên trái đất đều chịu tác ,dụng của áp suất khí quyển là do:
"Một vật chuyển động thẳng đều, thời gian để vật chuyển động hết  [MASKED]
A: 4,8 m/ph 
B: 48 m/ph
C: 0,48 m/ph 
D: 480m/ph
","Một vật chuyển động thẳng đều, thời gian để vật chuyển động hết ","quãng đường dài 4,8 m là 10 phút. Tốc độ chuyển động vật là:"
"Khi nhiệt độ của vật tăng thì các  [MASKED]
A: chuyển động không ngừng. 
B: chuyển động nhanh lên.
C: chuyển động chậm lại. 
D: chuyển động theo một hướng nhất định.
",Khi nhiệt độ của vật tăng thì các ,"nguyên tử, phân tử cấu tạo nên vật:"
"Bỏ vài hạt thuốc tím vào một cốc nước, thấy nước màu tím di  [MASKED]
A: Do hiện tượng truyền nhiệt 
B: Do hiện tượng đối lưu
C: Do hiện tượng bức xạ nhiệt 
D: Do hiện tượng dẫn nhiệt
","Bỏ vài hạt thuốc tím vào một cốc nước, thấy nước màu tím di ",chuyển thành dòng từ dưới lên trên. Lí do nào sau đây là đúng?
"Nhiệt dung riêng của nước  [MASKED]
A: Muốn làm cho 1 kg nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 4200J. 
B: Muốn làm cho 1 g nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 4200J.
C: Muốn làm cho 10 kg nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 4200J. 
D: Muốn làm cho 1 kg nước nóng thêm $1^{\circ}C$ cần truyền cho nước một nhiệt lượng là 420J.
",Nhiệt dung riêng của nước ,là 4200J/kg.K cho biết điều gì?
"Hai bạn Long và Nam kéo nước từ giếng lên. Long kéo gầu nước nặng gấp đôi gầu nước của Nam. Thời gian  [MASKED]
A: Công suất của Long lớn hơn vì gầu nước của Long nặng gấp đôi. 
B: Công suất của Nam lớn hơn vì thời gian kéo nước của Nam chỉ bằng một nửa thời gian kéo nước của Long.
C: Công suất của Nam và Long như nhau. 
D: Không so sánh được.
",Hai bạn Long và Nam kéo nước từ giếng lên. Long kéo gầu nước nặng gấp đôi gầu nước của Nam. Thời gian ,kéo gầu nước của Nam lại chỉ bằng một nửa thời gian của Long. So sánh công suất trung bình của Long và Nam.
"Khối thép m = 10g ở nhiệt độ $30^{\circ}C$, sau khi nhận nhiệt lượng  [MASKED]
A: 2500 J/kgK 
B: 460 J/kgK
C: 4200 J/kgK 
D: 130 J/kgK
","Khối thép m = 10g ở nhiệt độ $30^{\circ}C$, sau khi nhận nhiệt lượng ",46J thì tăng lên đến nhiệt độ $40^{\circ}C$. Nhiệt dung riêng của thép là:
"Khối nước và khối đất riêng biệt cùng khối lượng. Biết nhiệt dung riêng của nước và đất lần lượt là $c_n = 4200$ J/kgK$ và $c_đ = 800 J/kgK$. Để  [MASKED]
A: 2,25 
B: 4,25
C: 5,25 
D: 6,25
",Khối nước và khối đất riêng biệt cùng khối lượng. Biết nhiệt dung riêng của nước và đất lần lượt là $c_n = 4200$ J/kgK$ và $c_đ = 800 J/kgK$. Để ,hai khối này có độ tăng nhiệt độ như nhau thì phải cung cấp nhiệt lượng cho nước nhiều gấp bao nhiêu lần so với nhiệt lượng cung cấp cho đất?
"Hai vật 1 và 2 có khối lượng $m_1 = 2m_2$ truyền nhiệt cho nhau. Khi có cân bằng nhiệt thì nhiệt độ của hai  [MASKED]
A: $c_1 = 2c_2$ 
B: $c_1 = 1/2c_2$
C: $c_1 = c_2$ 
D: Chưa thể xác dịnhđược vì chưa biết $t_1 > t_2$ hay $t_1 < t_2$
",Hai vật 1 và 2 có khối lượng $m_1 = 2m_2$ truyền nhiệt cho nhau. Khi có cân bằng nhiệt thì nhiệt độ của hai ,vật thay đổi một lượng là $\Delta t_1 = \Delta t_2$. Hãy so sánh nhiệt dung riêng của các chất cấu tạo nên hai vật.
"Một vận động viên điền kinh với công suất 600W đã chạy quãng đường 100m hết 10 giây. Một công nhân  [MASKED]
A: Vận động viên thực hiện công lớn hơn công của người công nhân 
B: Vận động viên thực hiện công nhỏ hơn công của người công nhân
C: Vận động viên thực hiện công bằng công của người công nhân 
D: Cả A, B đều sai
",Một vận động viên điền kinh với công suất 600W đã chạy quãng đường 100m hết 10 giây. Một công nhân ,xây dựng đã sử dụng ròng rọc động để nâng một khối vật liệu nặng 650N lên cao 10m trong 30s.
"Máy cày thứ nhất thực hiện công lớn gấp 2 lần trong thời gian dài gấp 4 lần so với máy  [MASKED]
A: $P_1 = P_2$ 
B: $P_1 = 2P_2$
C: $P_2= 2P_1$ 
D: $P_2 = 4P_1$
",Máy cày thứ nhất thực hiện công lớn gấp 2 lần trong thời gian dài gấp 4 lần so với máy ,"cày thứ hai. Nếu gọi P1 là công suất của máy thứ nhất, là công suất của máy thứ hai thì"
"Khi chuyển động nhiệt của các phân tử cấu tạo nên các  [MASKED]
A: xảy ra nhanh lên 
B: xảy ra chậm đi
C: không thay đổi 
D: ngừng lại
",Khi chuyển động nhiệt của các phân tử cấu tạo nên các ,chất đang khuếch tán vào nhau nhanh lên thì hiện tượng khuếch tán
"Đổ một chất lỏng có khối lượng $m_1$, nhiệt dung riêng $c_1$ và nhiệt độ $t_1$ vào một chất lỏng có khối lượng $m_2 = 2m_1$, nhiệt dung riêng $c_2 = 1/2 c_1$ nhiệt độ $t_2 >  [MASKED]
A: $t > \frac{t_2 + t_1}{2}$ 
B: $t < \frac{t_2 + t_1}{2}$
C: $t = \frac{t_2 + t_1}{2}$ 
D: $t = t_2 + t_1$
","Đổ một chất lỏng có khối lượng $m_1$, nhiệt dung riêng $c_1$ và nhiệt độ $t_1$ vào một chất lỏng có khối lượng $m_2 = 2m_1$, nhiệt dung riêng $c_2 = 1/2 c_1$ nhiệt độ $t_2 > ","t_1$. Nếu không bỏ qua sự trao đổi nhiệt giữa hai chất lỏng và môi trường (cốc đựng, không khí...) thì khi có cân bằng nhiệt, nhiệt độ t của hai chất lỏng trên có giá trị là"
"Dẫn nhiệt là hình thức  [MASKED]
A: chỉ ở chất lỏng và khí 
B: chỉ ở chất lỏng và rắn
C: chỉ ở chất khí và rắn 
D: ở cả chất rắn, lỏng và khí
",Dẫn nhiệt là hình thức ,truyền nhiệt có thể xảy ra:
"Năng lượng của Mặt Trời truyền  [MASKED]
A: dẫn nhiệt 
B: đối lưu
C: bức xạ nhiệt 
D: cả ba cách trên
",Năng lượng của Mặt Trời truyền ,xuống Trái Đất chủ yếu bằng cách:
"Đơn vị nào dưới đây  [MASKED]
A: Jun, kí hiệu là J 
B: Jun trên kilôgam Kelvin, kí hiệu là J/kg.K
C: Jun kilôgam, kí hiệu là J.kg 
D: Jun trên kilôgam, kí hiệu là J/kg
",Đơn vị nào dưới đây ,là đơn vị nhiệt dung riêng?
"Thả vào chậu nước có nhiệt độ $t_1$ một thỏi đồng được đun nóng đến nhiệt  [MASKED]
A: $ t > t_1 > t_2$ 
B: $t_2 > t > t_1$
C: $t_1 > t > t_2$ 
D: Không thể so sánh được
",Thả vào chậu nước có nhiệt độ $t_1$ một thỏi đồng được đun nóng đến nhiệt ,độ $t_2$ $(t_2 > t_1)$. Sau khi cân bằng nhiệt cả hai có nhiệt độ t.
"Khi chỉ có hai vật trao đổi nhiệt  [MASKED]
A: Nhiệt truyền từ vật có nhiệt độ cao sang vật có nhiệt độ thấp 
B: Sự truyền nhiệt xảy ra cho tới khi nhiệt độ của hai vật bằng nhau thì ngừng lại
C: Nhiệt lượng do vật này toả ra bằng nhiệt lượng do vật kia thu vào 
D: Cả A, B, C đều đúng
",Khi chỉ có hai vật trao đổi nhiệt ,với nhau thì theo nguyên lí truyền nhiệt:
"Biết nhiệt dung riêng của nước là 4200 J/kgK. Để đun nóng 1kg nước  [MASKED]
A: 4200J 
B: 42kJ
C: 2100J 
D: 21kJ
",Biết nhiệt dung riêng của nước là 4200 J/kgK. Để đun nóng 1kg nước ,"tăng từ $10^{\circ}C$ lên $15^{\circ}C$, ta cần cung cấp cho khối nước nhiệt lượng bằng:"
"Biết nhiệt dung riêng của nước là 4200J/kgK. Khi 500g nước ở  [MASKED]
A: $2^{\circ}C$ 
B: $4^{\circ}C$
C: $14^{\circ}C$ 
D: $24^{\circ}C$
",Biết nhiệt dung riêng của nước là 4200J/kgK. Khi 500g nước ở ,nhiệt độ $10^{\circ}$ nhận nhiệt lượng 8400J thì sẽ tăng đến nhiệt độ:
"Một tấm đồng khối lượng 100g được nung nóng, rồi bỏ vào trong 50g nước ở nhiệt độ $10^{\circ}C$. Khi đạt đến sự cân bằng  [MASKED]
A: $10^{\circ}C$ 
B: $20^{\circ}C$
C: $30^{\circ}C$ 
D: $40^{\circ}C$
","Một tấm đồng khối lượng 100g được nung nóng, rồi bỏ vào trong 50g nước ở nhiệt độ $10^{\circ}C$. Khi đạt đến sự cân bằng ","nhiệt, tấm đồng toả ra nhiệt lượng 4200J. Hỏi nhiệt độ sau cùng của nước bằng bao nhiêu? Biết nhiệt dung riêng của nước là 4200J/kgK."
"Động cơ nhiệt tiêu tốn lượng xăng 100g. Biết năng suất toả nhiệt của xăng $q =  [MASKED]
A: 460000J 
B: 920000J
C: 230000J 
D: 92000J
",Động cơ nhiệt tiêu tốn lượng xăng 100g. Biết năng suất toả nhiệt của xăng $q = ,46.10^6J/kg$ và hiệu suất của động cơ là 20%. Động cơ thực hiện công có ích là:
"Định luật Jun-Len xơ cho  [MASKED]
A: Cơ năng 
B: Hóa năng
C: Năng lượng ánh sáng 
D: Nhiệt năng
",Định luật Jun-Len xơ cho ,biết điện năng biến đổi thành:
"Biểu thức nào dưới đây  [MASKED]
A: I = U.R 
B: R = U/I
C: I = U/R 
D: U = I.R
",Biểu thức nào dưới đây ,là của định luật Ôm:
"Trong mạch gồm các điện trở $R_1 = 6 \omega$ ; $R_2 =  [MASKED]
A: $4\omega$ 
B: $6\omega$
C: $9\omega$ 
D: $18\omega$
",Trong mạch gồm các điện trở $R_1 = 6 \omega$ ; $R_2 = ,12 \omega$ mắc nối tiếp. Điện trở tương đương của đoạn mạch là:
"Vật nào sau đây là ứng dụng  [MASKED]
A: Bàn là 
B: Bóng đèn dây tóc
C: Động cơ điện 
D: Nồi cơm điện
",Vật nào sau đây là ứng dụng ,hoạt động từ của dòng điện ?
"Chọn câu sai: Các đặc điểm của  [MASKED]
A: Càng gần nam châm các đường sức từ càng gần nhau hơn 
B: Các đường sức từ là các đường cong khép kín
C: Mỗi một điểm có nhiều đường sức từ đi qua 
D: Chỗ nào đường sức từ dày thì từ trường mạnh, chỗ nào đường sức từ thưa thì từ trường yếu.
",Chọn câu sai: Các đặc điểm của ,từ phổ của nam châm là :
"Nam châm điện được sử dụng  [MASKED]
A: Chuông điện 
B: Máy tính bỏ túi
C: Bóng đèn điện 
D: Đồng hồ đeo tay
",Nam châm điện được sử dụng ,trong các dụng cụ nào dưới đây
"Mắc hai điện trở $10\omega$ và $20\omega$ nối tiếp với nhau vào hai  [MASKED]
A: 0,4A 
B: 0,3A
C: 0,6A 
D: 12A
",Mắc hai điện trở $10\omega$ và $20\omega$ nối tiếp với nhau vào hai ,điểm có hiệu điện thế là 12V. Cường độ dòng điện trong mạch là
"Hai bóng đèn mắc song song rồi mắc vào nguồn điện.  [MASKED]
A: Có cùng hiệu điện thế định mức. 
B: Có cùng cường độ dòng điện định mức.
C: Có cùng điện trở. 
D: Có cùng công suất định mức.
",Hai bóng đèn mắc song song rồi mắc vào nguồn điện. ,"Để hai đèn cùng sáng bình thường, phải chọn hai bóng đèn:"
"Một dây dẫn bằng Nikenli dài 20m, tiết diện $0,05mm^2$. Điện  [MASKED]
A: $40\omega$ 
B: $80\omega$
C: $160\omega$ 
D: $180\omega$
","Một dây dẫn bằng Nikenli dài 20m, tiết diện $0,05mm^2$. Điện ","trỏ suất của Nikenli $0,4.10^{-6}\omega m$. Điện trở của dây dẫn là:"
