Question,A,B,C,D,Answer,Grade
Quốc gia đầu tiên đưa con người đặt chân lên Mặt Trăng là,Anh,Pháp,Đức,Mĩ,D,
Sự ra đời của thuyết nào sau đây đã đặt nền tảng cho các phát minh của cuộc Cách mạng công nghiệp lần thứ ba?,Thuyết tương đối,Thuyết vạn vận hấp dẫn,Thuyết di truyền,Thuyết tế bào,A,
Sự xuất hiện của mạng internet đem lại ý nghĩa nào sau đây?,Giúp việc di chuyển giữa các quốc gia trở nên dễ dàng,"Giúp việc kết nối, chia sẻ thông tin trở nên dễ dàng, hiệu quả",Đảm bảo sự an toàn tuyệt đối trong việc lưu trữ thông tin,Xóa bỏ khoảng cách phát triển giữa các quốc gia trên thế giới,B,
Đại bộ phận Đông Nam Á nằm trong vùng khí hậu nào?,Hàn đới,Ôn đới,Cận nhiệt gió mùa,Gió mùa nóng ẩm,D,
Tín ngưỡng nào sau đây không phải là tín ngưỡng bản địa của cư dân Đông Nam Á?,Tín ngưỡng thờ Chúa,Tín ngưỡng phồn thực,Tín ngưỡng sùng bái tự nhiên,Tín ngưỡng thờ cúng tổ tiên,A,
Phật giáo được du nhập vào Đông Nam Á từ những quốc gia nào?,Trung Quốc và Ấn Độ,A-rập và Ai Cập,Ba Tư và Ấn Độ,Trung Quốc và Nhật Bản,A,
Hồi giáo được du nhập vào Đông Nam Á thông qua con đường nào?,Con đường áp đặt tôn giáo,Con đường thương mại biển,Con đường bành trướng xâm lược,Con đường buôn bán đường bộ,B,
Giai đoạn từ thế kỉ X đến thế kỉ XV được coi là thời kì,hình thành nền văn minh Đông Nam Á,phát triển mạnh mẽ của văn minh Đông Nam Á,suy thoái của văn minh Đông Nam Á,văn minh Đông Nam Á bước vào thời kì cận đại,B,
Nội dung nào sau đây không phản ánh đúng cơ sở tự nhiên dẫn tới sự hình thành của văn minh Văn Lang - Âu Lạc?,Khí hậu nhiệt đới ẩm gió mùa,Có nhiều mỏ khoáng sản,Có hệ thống sông ngòi dày đặc,"Đất đai khô cằn, khó canh tác",D,
Lương thực chính của cư dân Văn Lang - Âu Lạc là,cá,rau củ,thịt,lúa gạo,D,
Văn minh Văn Lang - Âu Lạc có cội nguồn từ nền văn hóa nào sau đây?,Văn hóa Phùng Nguyên,Văn hóa Óc Eo,Văn hóa Sa Huỳnh,Văn hóa Hòa Bình,A,
Hoạt động kinh tế chủ đạo của cư dân Văn Lang - Âu Lạc là,nông nghiệp trồng lúa nước,chăn nuôi gia súc lớn,đánh bắt thủy hải sản,chế tác sản phẩm thủ công,A,
Người đứng đầu Nhà nước Văn Lang là,An Dương Vương,Hùng Vương,lạc tướng,lạc hầu,B,
Văn minh Chăm-pa ra đời trên cơ sở tiếp thu những thành tựu của nền văn minh nào sau đây?,Văn minh Trung Hoa,Văn minh Ấn Độ,Văn minh Ai Cập,Văn minh Lưỡng Hà,B,
Ai là người có công lập nên nhà nước Chăm-pa?,Thục Phán,Tượng Lâm,Khu Liên,Lâm Ấp,C,
Chữ Chăm cổ của người Chăm-pa được sáng tạo trên cơ sở chữ nào?,Chữ Hán,Chữ Nôm,Chữ Phạn,Chữ La-tinh,C,
Một trong những tín ngưỡng bản địa của người Chăm-pa là,thờ sinh thực khí,thờ Phật,thờ Thành Hoàng,thờ Thánh A-la,A,
Công trình kiến trúc nào sau đây của cư dân Chăm-pa được UNESCO công nhận là di sản văn hóa thế giới?,Thánh địa Mỹ Sơn (Quảng Nam),Tháp Mỹ Khánh (Huế),Tháp Bà Pô Na-ga (Khánh Hòa),Tháp Cánh Tiên (Bình Định),A,
Một trong những cơ sở hình thành văn minh Đại Việt là,quá trình áp đặt về kinh tế lên các quốc gia láng giềng,quá trình xâm lược và bành trướng lãnh thổ ra bên ngoài,sự tiếp thu hoàn toàn những thành tựu văn minh Hy Lạp cổ đại,sự kế thừa những thành tựu của văn minh Văn Lang - Âu Lạc,D,
Nội dung nào sau đây không phản ánh đúng chính sách phát triển nông nghiệp của các triều đại phong kiến Việt Nam?,Chú trọng khai hoang mở rộng diện tích canh tác,"Đặt chức Hà đê sứ để chăm lo việc đê điều, trị thuỷ",Tổ chức lễ Tịch điền để khuyến khích sản xuất,Xóa bỏ chế độ tư hữu ruộng đất trong cả nước,D,
Trung tâm buôn bán sầm uất nhất của Đại Việt trong các thế kỉ XI - XV là,Phố Hiến,Hội An,Thanh Hà,Thăng Long,D,
Các triều đại phong kiến ở Việt Nam đều theo thể chế nào sau đây?,Quân chủ chuyên chế,Quân chủ lập hiến,Dân chủ chủ nô,Dân chủ đại nghị,A,
Luật Hồng Đức là bộ luật được ban hành dưới triều đại nào?,Lý,Trần,Lê sơ,Nguyễn,C,
"Nền giáo dục, khoa cử của Đại Việt bắt đầu được triển khai từ triều đại nào?",Nhà Lý,Nhà Trần,Nhà Lê sơ,Nhà Nguyễn,A,
"Trên cơ sở chữ Hán, người Việt đã sáng tạo ra loại chữ viết nào sau đây?",Chữ Phạn,Chữ Nôm,Chữ La-tinh,Chữ Quốc ngữ,B,
Văn học Đại Việt trong các thế kỉ X - XV không bao gồm thể loại nào sau đây?,Văn học dân gian,Văn học chữ Nôm,Văn học chữ Phạn,Văn học chữ Hán,C,
Cơ quan chuyên trách chép sử của nhà nước phong kiến thời Nguyễn là,Quốc sử quán,Nội mệnh phủ,Hàn lâm viện,Ngự sử đài,A,
Một trong những nhà toán học tiêu biểu của nước ta thời kì phong kiến là,Phan Huy Chú,Ngô Sĩ Liên,Lê Văn Hưu,Lương Thế Vinh,D,
Khái niệm “dân tộc” trong tiếng Việt hiện nay được sử dụng theo những nghĩa nào?,Dân tộc - quốc gia và dân tộc - tộc người,Dân tộc đa số và dân tộc thiểu số,Dân tộc miền núi và dân tộc đồng bằng,Dân tộc - tộc người và dân tộc - ngữ hệ,A,
Thành phần dân tộc theo dân số ở Việt Nam hiện nay được chia thành mấy nhóm?,Hai nhóm,Ba nhóm,Bốn nhóm,Năm nhóm,A,
Hiện nay ở Việt Nam có bao nhiêu dân tộc?,50 dân tộc,52 dân tộc,54 dân tộc,56 dân tộc,C,
"Hiện nay, ở Việt Nam có bao nhiêu ngữ hệ?",Ba,Bốn,Năm,Sáu,C,
"Hiện nay, ở Việt Nam có bao nhiêu nhóm ngôn ngữ?",Năm,Sáu,Bảy,Tám,D,
"Dựa trên sự khác nhau về hình dạng và định hướng của orbital trong nguyên tử, orbital được chia thành mấy loại?",2,3,4,5,C,
Nguyên tắc nào sau đây không đúng khi sắp xếp các nguyên tố trong bảng tuần hoàn các nguyên tố hóa học?,Điện tích hạt nhân tăng dần,Cùng số electron hóa trị xếp cùng cột,Cùng số lớp electron xếp cùng hàng,Cùng số neutron xếp cùng hàng.,D,
Orbital p có dạng hình gì?,Hình tròn,Hình cầu,Hình bầu dục,Hình số 8 nổi.,D,
Yếu tố nào ảnh hưởng nhiều nhất đến tính chất hóa học của nguyên tố nhóm A?,Cấu hình electron nguyên tử,Số khối,Khối lượng nguyên tử,Số neutron.,A,
Hạt nhân nguyên tử được cấu tạo bởi:,Neutron và electron,Proton và electron,Proton và neutron,Electron.,C,
"Khi xếp theo chiều tăng dần của điện tích hạt nhân, đại lượng nào sau đây không biến đổi tuần hoàn?",Bán kính nguyên tử,Số neutron,"Tính kim loại, tính phi kim",Độ âm điện.,B,
Hợp chất ion thường được tạo thành giữa,Kim loại điển hình và phi kim điển hình,Hai kim loại,Hai phi kim,Kim loại yếu và phi kim yếu,A,
"Cho các hợp chất sau: $Cl_2, NaCl, HCl, CO_2, NaF$. Số hợp chất chứa liên kết cộng hóa trị là?",2,3,4,5,B,
Nếu orbital có 2 electron thì được biểu diễn như thế nào trong ô orbital?,Biểu diễn bằng 2 mũi tên đi lên,Biểu diễn bằng 2 mũi tên đi xuống,"Biểu diễn bằng 2 mũi tên ngược chiều nhau, mũi tên đi xuống viết trước","Biểu diễn bằng 2 mũi tên ngược chiều nhau, mũi tên đi lên viết trước.",D,
Nguyên tố nào có công thức hydroxide (với hóa trị cao nhất) là $R(OH)_3$?,Aluminium(Al),Sodium (Na),Sulfur (S),Nitrogen (N).,A,
Phát biều nào sau đây sai?,Nguyên tố hóa học là tập hợp các nguyên tử có cùng số neutron,"Trong nguyên tử, số đơn vị điện tích hạt nhân bằng số electron ở vỏ nguyên tử",Các nguyên tử của cùng một nguyên tố hóa học có tính chất hóa học giống nhau,Số đơn vị điện tích hạt nhân nguyên tử của một nguyên tố hóa học và số khối là đặc trưng cơ bản của một nguyên tử.,A,
Hạt nào sau đây nằm ở lớp vỏ nguyên tử,Hạt neutron,Hạt alpha,Hạt proton,Hạt electron.,D,
"Nguyên tố oxygen (O) ở ô số 8, chu kì 2, nhóm VIA. Cho các phát biểu sau:

(1) Cấu hình electron của oxygen (O) là: $1s^22s^22p^5$

(2) O là nguyên tố phi kim

(3) Oxide cao nhất là SO2

(4) Nguyên tử O có 6 electron lớp ngoài cùng

(5) O thuộc nguyên tố s

Số phát biểu đúng là?",2,3,4,5,A,
Khi nguyên tử oxygen nhận thêm 2 electron thì ion tạo thành có cấu hình electron của nguyên tử nguyên tố nào?,Helium (He),Neon (Ne),Argon (Ar),Krypton (Kr).,B,
Tất cả nguyên tử có số điện tích hạt nhân là 8 thuộc nguyên tố nào?,Carbon,Magnesium,Aluminium,Oxygen.,D,
Liên kết hóa học là?,Sự kết hợp giữa phân tử khác với nhau,Sự kết hợp giữa các nguyên tử tạo thành phân tử hay tinh thể bền vững hơn,Sự kết hợp giữa electron của các phân tử,Sự kết hợp giữa các electron ngoài cùng của các phân tử.,B,
Một nguyên tử có 40 proton. Số electron của nguyên tử đó là?,40,41,42,43,A,
Bảng tuần hoàn các nguyên tố hóa học được sắp xếp theo mấy nguyên tắc?,1,2,3,4,C,
Phát biểu nào sau đây sai?,"Tốc độ phản ứng được xác định bằng sự thay đổi lượng chất ban đầu hoặc chất sản phẩm trong một đơn vị thời gian: giây (s), phút (min), giờ (h), ngày (day),…","Khi phản ứng hóa học xảy ra, lượng chất đầu tăng dần theo thời gian, trong khi lượng chất sản phẩm giảm dần theo thời gian","Lượng chất có thể được biểu diễn bằng số mol, nồng độ mol khối lượng, hoặc thể tích",Các phản ứng khác nhau xảy ra với tốc độ khác nhau có phản ứng xảy ra nhanh có phản ứng xảy ra chậm.,B,
"Cho các yếu tố sau:

(a) Nồng độ

(b) Nhiệt độ

(c) Chất xúc tác

(d) Áp suất

(e) Khối lượng chất rắn

(f) Diện tích bề mặt chất rắn",3,4,5,6,B,
"Trong các phản ứng hóa học sau, phản ứng nào xảy ra nhanh?",Trung hòa acid - base,Sắt bị gỉ,Tinh bột lên men rượu,Thức ăn bị ôi thiu.,A,
Khi nào tốc độ của phản ứng tăng?,Nồng độ giảm,Áp suất tăng,Nhiệt độ giảm,Diện tích bề mặt tiếp xúc giảm.,B,
Phát biểu nào sau đây sai về số oxi hóa?,Số oxi hóa là điện tích quy ước của nguyên tử trong phân tử khi coi tất cả các electron liên kết đều chuyển hoàn toàn về nguyên tử có độ âm điện lớn hơn,"Số oxi hóa được biết ở dạng số đại số, số viết trước, dấu viết sau",Số oxi hóa thường được dùng để lập phương trình hóa học của phản ứng oxi hóa khử,"Trong phân tử các hợp chất, thông thường số oxi hóa của hydrogen là +1.",B,
Việc làm nào dưới đây thể hiện sự ảnh hưởng của diện tích bề mặt đến tốc độ phản ứng: $CaCO_3 + 2HCl → CaCl_2 + CO_2 + H_2O$,Tăng nồng độ HCl,Đập nhỏ đá vôi,Thêm chất xúc tác,Tăng nhiệt độ của phản ứng.,B,
Nhóm halogen gồm các nguyên tố thuộc nhóm nào?,VA,VIA,VIIA,VIIIA,C,
"Trong tự nhiên, halogen tồn tại ở dạng nào?",Đơn chất,Hợp chất,Không tồn tại,Cả đơn chất và hợp chất.,B,
Số oxi hóa của lưu huỳnh trong ion SO_{4}2- là:,-2,0,4,6,D,
Phản ứng nào sau đây là phản ứng thu nhiệt?,Phản ứng tôi vôi,Phản ứng đốt than và củi,Phản ứng phân hủy đá vôi,Phản ứng đốt nhiên liệu.,C,
"Trong các tính chất sau, những tính chất nào chung cho các đơn chất halogen?","Vừa có tính oxi hóa, vừa có tính khử",Phân tử gồm hai nguyên tử,"Ở nhiệt độ thường, đều ở trạng thái khí",Tác dụng mạnh với nước.,B,
Dấu hiệu để nhận biết một phản ứng oxi hóa - khử là?,Có sự thay đổi số oxi hóa của các nguyên tử,Có sự thay đổi trạng thái của chất phản ứng,Có xuất hiện hiện sản phẩm là chất khí,Có xuất hiện sản phẩm là chất kết tủa.,A,
Phản ứng nào sau đây là phản ứng oxi hóa - khử,$NaOH + HCl → NaCl + H_2O.$,$FeO + H_2SO_4 → FeSO_4 + H_2O.$,$NH_3 + HCl → NH_4Cl.$,$4NH_3 + 3O_2 → 2N_2 + 6H_2O.$,D,
Dung dịch acid nào sau đây không thể chứa trong bình thuỷ tinh?,$H_2SO_4$ loãng,HCl loãng,HF loãng,$H_2SO_4$ đặc nóng.,C,
Nhiệt lượng tỏa ra hay thu vào của một phản ứng ở một điều kiện xác định được gọi là gì?,Nhiệt lượng tỏa ra,Nhiệt lượng thu vào,Biến thiên enthalpy,Biến thiên năng lượng.,C,
Bình chứa làm bằng chất liệu nào sâu đây có thể đựng được dung dịch acid HF?,Thủy tinh,Sắt,Chất dẻo,Nhôm,C,
Phát biểu nào sau đây là sai ?,Độ âm điện của bromine lớn hơn của iodine,Tính acid của HF mạnh hơn của HCl,Tính khử của HBr mạnh hơn của HCl,Bán kính nguyên tử của chlorine lớn hơn của fluorine.,B,
Kim loại nào sau đây tác dụng với dung dịch HCl loãng và tác dụng với khí clo cho cùng một muối clorua kim loại ?,Ag,Fe,Cu,Al,D,
Hợp chất  $Al_{x}(NO_{3})_{3}$ có phân tử khối 213. Giá trị của x là:,3,2,1,4,C,
Bari có hóa tri II. Chọn công thức sai,$BaSO_{4}$,BaO,BaCl,$Ba(OH)_{2}$,C,
