Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject
"### Câu hỏi: Vì sao sau nhiều nghề nhưng sau cùng Lỗ Tấn đã chọn nghề viết văn?
A. Vì muốn nhanh chóng có tên tuổi.
B. Vì muốn kiếm được thật nhiều tiền của.
C. Vì Chữa bệnh thể xác không quan trọng bằng chữa bệnh tinh thần.
D. []
","Vì sao sau nhiều nghề nhưng sau cùng Lỗ Tấn đã chọn nghề viết văn?
A. Vì muốn nhanh chóng có tên tuổi.
B. Vì muốn kiếm được thật nhiều tiền của.
C. Vì Chữa bệnh thể xác không quan trọng bằng chữa bệnh tinh thần.
D. ",Vì đam mê nghệ thuật,D,C,literature
"### Câu hỏi: Màn đối thoại giữa Hồn Trương Ba và Đế Thích ở cuối đoạn trích, toát lên ý nghĩa gì?
A. Người và thần tiên luôn luôn bất đồng quan điểm sống
B. []
C. Cuộc tranh luận về sự sống và cái chết.
D. Khát vọng sống đẹp, khát vọng tự giải phóng cho tâm hồn thanh cao của Hồn Trương Ba. Đó là khát vọng tự hoàn thiện nhân cách
","Màn đối thoại giữa Hồn Trương Ba và Đế Thích ở cuối đoạn trích, toát lên ý nghĩa gì?
A. Người và thần tiên luôn luôn bất đồng quan điểm sống
B. ",Cuộc nói chuyện giữa người thường và thần tiên.,B,D,literature
"### Câu hỏi: Nhận xét nào dưới đây là đúng nhất khi nói về nhân vật Trương Ba?
A. Người làm vườn- người chồng, người bố, người ông hiền hậu, cao quý.
B. Người sống dựa dẫm vào con cháu.
C. []
D. Người nông dân thiển cận, ít suy nghĩ.
","Nhận xét nào dưới đây là đúng nhất khi nói về nhân vật Trương Ba?
A. Người làm vườn- người chồng, người bố, người ông hiền hậu, cao quý.
B. Người sống dựa dẫm vào con cháu.
C. ","Người chồng, người cha vũ phu.",C,A,literature
"### Câu hỏi: Thế nào là phát biểu tự do?
A. Trong cuộc sống, người ta có thể gặp những tình huống khiến mình muốn (hoặc cần thiết) phát biểu không theo các nội dung đã chuẩn bị kĩ càng từ trước.
B. Trình bày bằng miệng có nội dung đã chuẩn bị, được báo trước hướng vào một đề tài (phạm vi) hoặc chủ đề nào đó (nội dung cuộc sống, những vấn đề cuộc sống đặt ra).
C. []
D. Tất cả các ý kiến trên.
","Thế nào là phát biểu tự do?
A. Trong cuộc sống, người ta có thể gặp những tình huống khiến mình muốn (hoặc cần thiết) phát biểu không theo các nội dung đã chuẩn bị kĩ càng từ trước.
B. Trình bày bằng miệng có nội dung đã chuẩn bị, được báo trước hướng vào một đề tài (phạm vi) hoặc chủ đề nào đó (nội dung cuộc sống, những vấn đề cuộc sống đặt ra).
C. ",Trình bày bằng miệng và các công cụ trình chiếu thêm về một chủ đề do mình lựa chọn trước.,C,A,literature
"### Câu hỏi: Truyện ngắn ""Số phận con người"" được sáng tác năm:
A. []
B. 1957
C. 1926
D. 1965
","Truyện ngắn ""Số phận con người"" được sáng tác năm:
A. ",1925,A,B,literature
"### Câu hỏi: Vì sao Xô-cô-lốp lại nói: ""Tôi đã chôn trên đất người, đất Đức, niềm vui sướng và niềm hi vọng cuối cùng của tôi""?
A. Người chiến sĩ Hồng quân Xô-cô-lốp đã chịu trăm nghìn cay đắng, chiến đấu chừng một năm anh bị thương nhẹ hai lần, vào tay và chân. Tiếp đó là hai năm bị đoạ đầy trong các trại tù binh Đức. ""Cứ nhớ tới cực hình vô nhân đạo phải chịu ở bên Đức, cứ nghĩ tới bạn bè, đổng chí đã bỏ mình vì bị hành hạ trong trại tập trung, thì tim tôi không còn trong lồng ngực nữa mà nhảy lên đập ở cuống họng và tôi thấy ngạt thở’’.
B. Năm 1944, sau khi thoát khỏi cảnh nô lệ tù binh, An-đrây Xổ-cô-lốp được biết một tin đau đớn: ngay từ tháng 6 năm 1942, vợ và hai con gái anh đã bị bom của bọn phát xít giết hại. Trở vể thăm xóm thợ, Xô-cô-lốp thấy ngôi nhà êm ấm xưa kia của gia đình giờ đây chi còn là một hố bom.
C. []
D. Niềm hi vọng cuối cùng giúp anh bám víu vào cuộc đời này là A-na-tô-ni, chú học sinh giỏi toán, đại uý pháo binh, đứa con trai yêu quý đang cùng anh tiến đánh Béc-lin. Và hi vọng cuối cùng đó cũng bị dập tắt: “Đúng sáng ngày mông chín tháng năm, ngày Chiến thắng, một thằng thiện xạ Đức đã giết chết mất A- na-tô-ni cùa tôi...”.
","Vì sao Xô-cô-lốp lại nói: ""Tôi đã chôn trên đất người, đất Đức, niềm vui sướng và niềm hi vọng cuối cùng của tôi""?
A. Người chiến sĩ Hồng quân Xô-cô-lốp đã chịu trăm nghìn cay đắng, chiến đấu chừng một năm anh bị thương nhẹ hai lần, vào tay và chân. Tiếp đó là hai năm bị đoạ đầy trong các trại tù binh Đức. ""Cứ nhớ tới cực hình vô nhân đạo phải chịu ở bên Đức, cứ nghĩ tới bạn bè, đổng chí đã bỏ mình vì bị hành hạ trong trại tập trung, thì tim tôi không còn trong lồng ngực nữa mà nhảy lên đập ở cuống họng và tôi thấy ngạt thở’’.
B. Năm 1944, sau khi thoát khỏi cảnh nô lệ tù binh, An-đrây Xổ-cô-lốp được biết một tin đau đớn: ngay từ tháng 6 năm 1942, vợ và hai con gái anh đã bị bom của bọn phát xít giết hại. Trở vể thăm xóm thợ, Xô-cô-lốp thấy ngôi nhà êm ấm xưa kia của gia đình giờ đây chi còn là một hố bom.
C. ","Để chiến thắng phát xít Đức, 25 triệu người Xô-viết, non một phần mười dân số thời đó đã hi sinh. Chỉ khoảng ba phần trăm thanh niên từ măt trận trở về. Vì độc lập dân tộc và sự sống còn của nhân dân, Xô-cô-lốp đã-chịu đựng những mất mát ghê gớm.",C,D,literature
"### Câu hỏi: Để Ban giám đốc nắm được tình hình sản xuất, các phân xưởng hàng tháng phải viết và gửi lên Ban giám đốc loại văn bản nào?
A. Thông báo
B. Tường trình 
C. []
D. Báo cáo
","Để Ban giám đốc nắm được tình hình sản xuất, các phân xưởng hàng tháng phải viết và gửi lên Ban giám đốc loại văn bản nào?
A. Thông báo
B. Tường trình 
C. ",Kiến nghị,C,D,literature
"### Câu hỏi: Quan hệ vị thế là:
A. Quan hệ giữa những người có địa vị cao với người có địa vị thấp.
B. []
C. Quan hê giữa những người ngang hàng với nhau về địa vị xã hội
D. Tất cả các kiểu quan hệ trên
","Quan hệ vị thế là:
A. Quan hệ giữa những người có địa vị cao với người có địa vị thấp.
B. ",Quan hệ giữa người có địa vị thấp với người có địa vị cao.,B,C,literature
"### Câu hỏi: Lòng các chú tốt, nhưng các chú đâu có phải là người làm ăn…cho nên các chú đâu có hiểu được cái việc của các người làm ăn lam lũ, khó nhọc…” là của nhân vật nào?
A. Người chồng vũ phu.
B. Người đàn bà hàng chài.
C. []
D. Thằng Phác
","Lòng các chú tốt, nhưng các chú đâu có phải là người làm ăn…cho nên các chú đâu có hiểu được cái việc của các người làm ăn lam lũ, khó nhọc…” là của nhân vật nào?
A. Người chồng vũ phu.
B. Người đàn bà hàng chài.
C. ",Nghệ sĩ Phùng.,C,B,literature
"### Câu hỏi: Ý nghĩa của hình ảnh: “Ở cái buồng Mị nằm, kín mít, có một chiếc cửa sổ một lỗ vuông bằng bàn tay. Lúc nào trông ra cũng chỉ thấy trăng trắng, không biết sương hay là nắng” được Tô Hoài miêu tả là
A. Qua không gian sống để tô đậm nỗi khổ của nhân vật.
B. cho thấy Mị phải sống kiếp tù nhân và mất dần ý thức của con người.
C. Lên án sự đối sử tàn nhẫn của nhà thống lí đối với Mỵ.
D. []
","Ý nghĩa của hình ảnh: “Ở cái buồng Mị nằm, kín mít, có một chiếc cửa sổ một lỗ vuông bằng bàn tay. Lúc nào trông ra cũng chỉ thấy trăng trắng, không biết sương hay là nắng” được Tô Hoài miêu tả là
A. Qua không gian sống để tô đậm nỗi khổ của nhân vật.
B. cho thấy Mị phải sống kiếp tù nhân và mất dần ý thức của con người.
C. Lên án sự đối sử tàn nhẫn của nhà thống lí đối với Mỵ.
D. ",Cho thấy Mị không hề hưởng một chút gì hạnh phúc.,D,B,literature
"### Câu hỏi: Bài ""Thư gửi các học sinh"" do ai viết?
A. Võ Nguyên Giáp
B. Bác Hồ
C. []
D. Phạm Văn Đồng
","Bài ""Thư gửi các học sinh"" do ai viết?
A. Võ Nguyên Giáp
B. Bác Hồ
C. ",Nguyễn Thị Minh Khai,C,B,literature
"### Câu hỏi: Trong thư Bác Hồ đã tưởng tượng ra các bạn học sinh trong ngày đầu khai trường của nước Việt Nam độc lập như thế nào?
A. []
B. các bạn học sinh khóc lóc vì phải xa bố mẹ tới ngôi trường mới
C. cảnh tượng nhốn nháo, lạc quan, các bạn học sinh òa khóc trong vòng tay thầy cô, bè bạn
D. cảnh tượng nhộn nhịp, tưng bừng, các bạn học sinh vui vẻ vì sau bao nhiêu lâu, bao cuộc chuyển biên lại được gặp thầy gặp bạn.
","Trong thư Bác Hồ đã tưởng tượng ra các bạn học sinh trong ngày đầu khai trường của nước Việt Nam độc lập như thế nào?
A. ","Các bạn học sinh e sợ, rụt rè khi lần đầu tiên tới lớp mới, trường mới",A,D,literature
"### Câu hỏi: Bài tập đọc Nghìn năm văn hiến giới thiệu về ngôi trường đại học đầu tiên của nước ta. Đó là ngôi trường nào?
A. Đại học Đông Đô
B. Đại học Thăng Long
C. Văn miếu Quốc Tử Giám
D. []
","Bài tập đọc Nghìn năm văn hiến giới thiệu về ngôi trường đại học đầu tiên của nước ta. Đó là ngôi trường nào?
A. Đại học Đông Đô
B. Đại học Thăng Long
C. Văn miếu Quốc Tử Giám
D. ",Đại học Hà Nội,D,C,literature
"### Câu hỏi: Trong từ Tổ quốc, tiếng quốc có nghĩa là nước, từ ""quốc"" nào dưới đây cũng có nghĩa tương tự như vậy?
A. Quốc gia
B. []
C. Quốc Cơ
D. Quốc Nghiệp
","Trong từ Tổ quốc, tiếng quốc có nghĩa là nước, từ ""quốc"" nào dưới đây cũng có nghĩa tương tự như vậy?
A. Quốc gia
B. ",Bạn Quốc ,B,A,literature
"### Câu hỏi: Từ trái nghĩa với hòa bình là:
A. yên bình
B. thanh bình
C. chiến tranh
D. []
","Từ trái nghĩa với hòa bình là:
A. yên bình
B. thanh bình
C. chiến tranh
D. ",yên lặng,D,C,literature
"### Câu hỏi: Phá hoại, hủy bỏ, phá bỏ... là những từ trái nghĩa với từ:
A. hòa bình
B. giữ gìn
C. []
D. thương yêu
","Phá hoại, hủy bỏ, phá bỏ... là những từ trái nghĩa với từ:
A. hòa bình
B. giữ gìn
C. ",đoàn kết,C,B,literature
"### Câu hỏi: Trong các từ cánh đồng, tượng đồng, nghìn đồng, tương đồng. Từ ""đồng"" nào có ý nghĩa là một khoảng đất rộng bằng phẳng dùng để cày cấy trồng trọt?
A. cánh đồng
B. []
C. nghìn đồng
D. tương đồng
","Trong các từ cánh đồng, tượng đồng, nghìn đồng, tương đồng. Từ ""đồng"" nào có ý nghĩa là một khoảng đất rộng bằng phẳng dùng để cày cấy trồng trọt?
A. cánh đồng
B. ",tượng đồng,B,A,literature
"### Câu hỏi: Dưới chế độ a-pác-thai, người da đen bị đối xử như thế nào?
A. Người da đen bị đối xử vô cùng thậm tệ.
B. Họ phải làm những công việc nặng nhọc, bẩn thỉu nhưng đồng Lương thì quá thấp, chỉ bằng 1/7 hay 1/10 lương của công nhân da trắng.
C. []
D. Tất cả các ý trên.
","Dưới chế độ a-pác-thai, người da đen bị đối xử như thế nào?
A. Người da đen bị đối xử vô cùng thậm tệ.
B. Họ phải làm những công việc nặng nhọc, bẩn thỉu nhưng đồng Lương thì quá thấp, chỉ bằng 1/7 hay 1/10 lương của công nhân da trắng.
C. ","Họ phải sống và chữa bệnh, đi học ở những khu riêng, không được hưởng một chút tự do dân chủ nào.",C,D,literature
"### Câu hỏi: Trong các câu sau, câu nào từ lưỡi được dùng với nghĩa gốc?
A. []
B. Lưỡi rìu vung lên chỉ ba nhát là cái cây đã đổ ầm xuống đất
C. Khi làm vệ sinh cá nhân buổi sáng, đánh răng xong đừng quên vệ sinh lưỡi.
D. Bất thình lình một lưỡi gươm chĩa ngay về phía anh ấy.
","Trong các câu sau, câu nào từ lưỡi được dùng với nghĩa gốc?
A. ","Lưỡi dao này rất sắc, cẩn thận kẻo bị đứt tay",A,C,literature
"### Câu hỏi: Theo Quý, cái gì là quý nhất và bạn đã đưa ra lỹ lẽ gì để bảo vệ ý kiến của mình?
A. []
B. Quý nhất là thời gian vì theo Quý thầy giáo thường nói thì giờ quý hơn vàng bạc. Có thì giờ thì sẽ làm ra được mọi thứ
C. quý nhất là sức khỏe vì theo Qúy chỉ cần khỏe mạnh thì có thể làm ra được mọi thứ
D. quý nhất là vàng vì theo Quý ai cũng nói quý như vàng, có vàng là có tiền mua được lúa gạo.
","Theo Quý, cái gì là quý nhất và bạn đã đưa ra lỹ lẽ gì để bảo vệ ý kiến của mình?
A. ",Quý nhất là con người vì theo Qúy chỉ cần có con người với bộ não thông minh và sức mạnh của mình thì sẽ làm ra được mọi thứ,A,D,literature
