Question,A,B,C,D,Answer,subject
"Nguồn tài nguyên khoáng sản nước ta có nhiều loại, phần lớn có trữ lượng:",Nhỏ,Vừa và nhỏ,Lớn,Rất lớn,B,geography
"Ý nào không đúng về vai trò của việc khai thác họp lí và sử dụng tiết kiệm, hiệu quả nguồn tài nguyên khoáng sản?",Khoáng sản là loại tài nguyên không thể phục hồi được.,"Một số khoáng sản có nguy cơ cạn kiệt,",Khai thác sử dụng còn lãng phí.,Khoáng sản nước ta còn trữ lượng rất lớn,D,geography
"Giai đoạn Tân kiến tạo, đồng bằng nào ờ nước ta tập trung nhiều than bùn?",Đồng bằng sông Hồng.,"Đồng bằng sông Cửu Long,",Đồng bằng duyên hải miền Trung.,Đồng bằng Bắc Trung Bộ,B,geography
"Trong khu vực Đông Nam Á, tính đến năm 2002, dân số nước ta đứng vào hàng thứ mấy?",1,2,3,4,C,geography
Dân số đông và tăng nhanh gây ra những hậu quả xấu đối với?,"Sự phát triển kinh tế, chất lượng cuộc sống.","Môi Trường, chất lượng cuộc sống.",Chất lượng cuộc sống và các vấn đề khác.,"Sự phát triển kinh tế, chất lượng cuộc sống; tài nguyên môi trường.",D,geography
Dân số nước ta năm 2002 là?,70 triệu người,"74,5 triệu người","79,7 triệu người",81 triệu người,C,geography
"Trên thế giới, nước ta nằm trong số các nước có mật độ dân số?",Thấp,Trung bình,Cao,Rất cao,C,geography
Năm 2003 số dân sống trong các đô thị chiếm khoảng?,25%,26%,27%,28%,B,geography
Nguyên nhân dẫn đến nguồn lao động thất nghiệp nhiều là?,Nguồn lao động tăng nhanh,"Các nhà máy, xí nghiệp còn ít",Các cơ sở đào tạo chưa nhiều,Tất cả các ý trên,D,geography
"Trong giai đoạn 1989 -2003, lao động nước ta chủ yếu hoạt động trong các ngành kinh tế nào?",Nông – Lâm – Ngư Nghiệp,Công nghiệp Xây dựng,Dịch vụ,Cả 3 nghành trên,A,geography
Cơ cấu lao động phân theo ngành kinh tế đang có sự chuyển dịch theo hướng?,"Giảm tỷ trọng ngành nông, lâm, ngư nghiệp, tăng tỷ trọng các ngành công nghiệp và dịch vụ.","Giảm tỉ trọng lao động trong ngành nông, lâm, ngư nghiệp, tăng tỉ trọng lao độgn trong ngành công nghiệp và dịch vụ.",Giảm tỷ trọng trong tất cả các nghành.,Tăng tỷ trọng trong tất cả các nghành.,A,geography
"Trong cơ cấu GDP của nước ta, ngành dịch vụ có đặc điểm?",Chiếm tỉ trọng thấp nhất nhưng có xu hướng tăng lên.,Chiếm tỉ trọng cao nhất nhưng có xu hướng giảm xuống.,Chiếm tỉ trọng cao nhưng xu hướng còn biến động.,"Tỉ trọng cao hơn nông –lâm- ngư nghiệp, nhưng còn thấp hơn công nghiệp, xây dựng và ít biến động.",A,geography
Nền kinh tế nước ta bước vào giai đoạn đổi mới từ khi nào?,1930,1945,1975,1986,D,geography
Sự đổi mới nền kinh tế biểu hiện qua việc tăng mạnh tỷ trọng?,Nông nghiệp,Công nghiệp – xây dựng,Dịch vụ,Cả B và C,D,geography
Biểu hiện nào sau đây thể hiện sự chuyển dịch cơ cấu kinh tế theo lãnh thổ?,"Giảm tỉ trọng khu vực nông, lâm, ngư nghiệp.",Trong nông nghiệp đã hình thành các vùng chuyên canh.,Kinh tế cá thể được thùa nhận và ngày càng phát triển.,Công nghiệp là ngành có tốc độ phát triển nhanh nhất.,B,geography
Tài nguyên sinh vật có ảnh hưởng lớn đến nông nghiệp vì?,Cây trồng và vật nuôi là đối tượng hoạt động của nông nghiệp,Sinh vật là tư liệu sản xuất không thể thay thế được của nông nghiệp.,Đây là nguồn cung cấp hữu cơ để tăng độ phì cho đất.,Thực vật là nguồn thức ăn quan trọng phục vụ chăn nuôi.,A,geography
Nhân tố quyết định đến sự phát triển và phân bố nông nghiệp là?,Nhân tố kinh tế – xã hội,Sự phát triển công nghiệp,Yếu tố thị trường,Tất cả các yếu tố trên,A,geography
Loại đất chiếm diện tích lớn nhất nước ta là?,Phù sa,Mùn núi cao,Feralit,Đất cát ven biển,C,geography
Cơ cấu nông nghiệp nước ta đang thay đổi theo hướng?,"Tăng tỉ trọng của ngành chăn nuôi, giảm tỉ trọng ngành trồng trọt.","Tăng tỉ trọng cây cây lương thực, giảm tỉ trọng cây công nghiệp.","Tăng tỉ trọng cây công nghiệp hàng năm, giảm tỉ trọng cây công nghiệp lâu năm.","Tăng tỉ trọng cây lúa, giảm tỉ trọng cây hoa màu.",A,geography
Gạo là mặt hàng nông sản xuất khẩu mà nước ta đang?,Dẫn đầu thế giới.,Xếp thứ hai thế giới.,Xếp thứ tư thế giới.,Xếp thứ năm thế giới.,B,geography
Ở nước ta chăn nuôi chiếm tỉ trọng thấp trong nông nghiệp nguyên nhân chủ yếu là?,Nước ta đất hẹp người đông nên chăn nuôi khó phát triển.,"Không có nhiều đồng cỏ, nguồn thức ăn còn thiếu.","Giống gia súc, gia cầm có chất lượng thấp.",Cơ sở vật chất cho chăn nuôi còn yếu kém,D,geography
Loại rừng nào có thế tiến hành khai thác gỗ đi đôi với trồng mới?,Rừng sản xuất.,Rừng phòng hộ.,Rừng đặc dụng.,Tất cả các loại rừng trên.,A,geography
Nước ta gồm những loại rừng nào?,"Rừng sản xuất, rừng sinh thái và rừng phòng hộ","Rừng phòng hộ, rừng nguyên sinh và rừng đặc dụng","Rừng đặc dụng, rừng phòng hộ và rừng sản xuất","Rừng sản xuất, rừng quốc gia và rừng phòng hộ",C,geography
Cung cấp gỗ cho công nghiệp chế biến gỗ và cho sản xuất là?,Rừng sản xuất,Rừng đặc dụng,Rừng nguyên sinh,Rừng phòng hộ,A,geography
Tỉnh nào sau đây không thuộc vùng Đông Nam Bộ?,Thành phố Hồ Chí Minh,Bình Dương,Long An,Tây Ninh,C,geography
"Đông Nam Bộ bao gồm bao nhiêu tỉnh, thành phố?",5,6,7,8,B,geography
Hai loại đất chiếm diện tích lớn nhất ở Đông Nam Bộ là?,Đát xám và đất phù sa,Đất badan và đất feralit,Đất phù sa và đất feralit,Đất badan và đất xám,d,geography
Các ngành công nghiệp hiện đại đã hình thành và phát triển ở Đông Nam Bộ là?,"Dệt – may, da - giầy, gốm sứ","Dầu khí, phân bón, năng lượng","Chế biến lương thực- thực phẩm, cơ khí","Dầu khí, điện tử, công nghệ cao",D,geography
Cây công nghiệp lâu năm được trồng nhiều nhất ở Đông Nam Bộ là?,Điều,Cà phê,Cao su,Hồ tiêu,C,geography
Tỷ lệ dầu thô khai thác ở Đông Nam Bộ so với cả nước chiếm,30%,40%,90%,100%,D,geography
Ý nào không đúng về đặc điểm ngành dịch vụ vùng Đông Nam Bộ,Thành phố Hồ Chí Minh là đầu mối giao thông quan trọng nhất của vùng,Vùng nhận được đầu tư nước ngoài chiếm tỉ lệ cao nhất cả nước,Cao su là mặt hàng xuất khẩu mang lại giá trị cao nhất,Dầu thô mang lại giá trị kinh tế cao nhất,C,geography
Đầu mối giao thông vận tải hàng đầu của Đông Nam Bộ và cả nước là?,Vũng Tàu,TP Hồ Chí Minh,Đà Lạt,Nha Trang,B,geography
Mặt hàng không phải xuất khẩu hàng đầu của Đông Nam Bộ là?,Dầu thô,Thực phẩm chế biến,Than đá,Hàng nông sản,C,geography
Thuận lợi lớn nhất về vị trí của Đồng bằng Sông Cửu Long là?,Toàn bộ diện tích là đồng bằng,Ba mặt giáp biển,Nằm ở cực Nam tổ quốc,Rộng lớn nhất cả nước,B,geography
Nhận định nào sau đây không đúng với Đồng bằng Sông Cửu Long?,Năng suất lúa cao nhất,Diện tích đồng bằng lớn nhất,Sản xuất lúa gạo nhiều nhất,Xuất khẩu nông sản nhiều nhất,A,geography
"Là đồng bằng châu thổ lớn nhất nước ta, Đồng bằng sông Cửu Long có diện tích khoảng?",$20 000 km^{2}$,$30 000 km^{2}$,$40 000 km^{2}$,$50 000 km^{2}$,C,geography
Khó khăn lớn nhất đối với nông nghiệp ở Đồng bằng sông Cửu Long vào mùa khô là?,Xâm nhập mặn,Cháy rừng,Triều cường,Thiếu nước ngọt,D,geography
"Bên cạnh là vựa lúa số 1 của cả nước, Đồng bằng sông Cửu Long còn phát triển mạnh?",Nghề rừng,Giao thông,Du lịch,Thuỷ hải sản,D,geography
Ngành công nghiệp có điều kiện phát triển nhất ở Đồng bằng Sông Cửu Long là?,Sản xuất hàng tiêu dùng,Dệt may,Chế biến lương thực thực phẩm,Cơ khí,C,geography
Loại hình giao thông vận tải phát triển nhất vùng là?,Đường sông,Đường sắt,Đường bộ,Đường biển,A,geography
Có một chợ đặc trưng của vùng đồng bằng Sông Cửu Long là?,Chợ đêm,Chợ gỗ,Chợ nổi,Chợ phiên,C,geography
Các dân tộc ít người sinh sống ở Đồng bằng sông Cửu Long là?,"Tày, Nùng, Thái.","Gia Rai, Ê Đê, Ba Na.","Khơ me, Chăm, Hoa.","Giáy, Dao, Mông.",C,geography
Vùng biển đặc qyền kinh tế của nước ta rộng bao nhiêu hải lí?,212 hải lí tính từ giới hạn ngoài của lãnh hải,200 hải lí tính từ đường cơ sở,200 hải lí tính từ đường bở biển,212 hải lí tính từ đường bở biển,B,geography
Vùng biển nước ta được cấu thành từ bao nhiêu bộ phận?,2 bộ phận,3 bộ phận,4 bộ phận,5 bộ phận,D,geography
Đảo lớn nhất Việt Nam là?,Phú Quý,Phú Quốc,Cát Bà,Côn Đảo,B,geography
Khái niệm dân số nào sau đây là hoàn chỉnh?,Dân số là số người.,Dân số là tổng số người.,Dân số là nguồn lao động.,Dân số là tổng số dân ở một địa phương trong một thời điểm nhất định.,D,geography
Năm 2001 dân số thế giới khoảng:,4 tỉ người.,5 tỉ người.,"6,16 tỉ người","6,5 tỉ người.",C,geography
Người ta thường biểu thị dân số bằng :,Một tháp tuổi.,Một hình vuông,Một đường thẳng,Một vòng tròn,A,geography
Độ tuổi dưới tuổi lao động là những người có tuổi từ:,0-14 tuổi,0-15 tuổi,0-16 tuổi,0-17 tuổi,B,geography
Dân số tăng nhanh vượt quá khả năng giải quyết các vấn đề gì?,"Ăn, mặc","Thiếu nhà ở, thất nghiệp","Y tế, giáo dục chậm phát",Tất cả đều đúng,D,geography
Dân số thế giới tăng nhanh trong khoảng thời gian nào?,Trước Công Nguyên,Từ công nguyên – thế kỷ XIXước,Từ thế kỷ XIX – thế kỷ XX,Từ thế kỷ XX – nay.,C,geography
Bùng nổ dân số xảy ra khi gia tăng dân số vượt ngưỡng :,"2,1%",21%,210%,250%.,A,geography
Dân cư thế giới phân bố như thế nào?,Đều,Không đều,Tất cả mọi nơi đều đông đúc,Giống nhau ở mọi nơi.,B,geography
Dân cư đông đúc ở những nơi nào?,Nông thôn,Đồi núi,Nội địa,"Đồng bằng, ven biển",D,geography
Khu vực nào sau đây có dân cư thưa thớt?,Đông Nam Bra-xin.,Tây Âu và Trung Âu.,Đông Nam Á.,Bắc Á.,D,geography
Đặc điểm bên ngoài dễ phân biệt nhất giữa các chủng tộc chính trên thế giới là:,bàn tay.,màu da.,môi.,lông mày.,B,geography
"Tình hình phân bố dân cư của một địa phương, một nước được thể hiện qua:",mật độ dân số.,tổng số dân.,gia tăng dân số tự nhiên.,tháp dân số.,A,geography
Những khu vực tập trung đông dân cư là:,"Đông Á, Đông Nam Á, Bắc Phi.","Bắc Á, Bắc Phi, Đông Bắc Hoa Kì.","Nam Á, Bắc Á, Bắc Mĩ.","Nam Á, Đông Á, Đông Bắc Hoa Kì.",D,geography
Hai khu vực có mật độ dân số cao nhất là:,"Đông Bắc Hoa Kì, Nam Á.","Nam Á, Đông Á.","Đông Nam Á, Đông Á.","Tây Á, Đông Á.",B,geography
Đặc điểm ngoại hình của chủng tộc Ơ-rô-pê-ô-ít là:,"Da vàng, tóc đen.","Da vàng, tóc vàng.","Da đen, tóc đen.","Da trắng, tóc xoăn.",D,geography
Quần cư nông thôn là hình thức tổ chức sinh sống chủ yếu:,"Thôn xóm, làng mạc",Hoạt động kinh tế chủ yếu là sản xuất nông nghiệp,Dân cư không tập trung với mật độ cao như thành thị,Các phương án trên đều đúng,D,geography
Dân cư thế giới có mấy loại hình quần cư chính?,Hai loại hình,Ba loại hình,Bốn loại hình,Năm loại hình.,A,geography
Hoạt động kinh tế nào không đúng của quần cư đô thị:,Sản xuất công nghiệp,Phát triển dịch vụ,"Sản xuất nôngnghiệp, tiểu thủ công nghiệp","Thương mai, du lịch",C,geography
Đơn vị quần cư nào sau đây không thuộc loại hình quần cư nông thôn?,Thôn xóm,Làng bản,Thị xã,Xã.,C,geography
Quốc gia đông dân nhất thế giới là:,Mỹ,Nhật,Ấn Độ,Trung Quốc.,D,geography
Căn cứ vào hình dáng của tháp tuổi ta không thể biết:,Các độ tuổi của dân số.,Số lượng nam và nữ.,"Số người sinh, tử của một năm.",Số người dưới tuổi lao động.,C,geography
Trường hợp nào dưới đây sẽ dẫn đến sự tăng nhanh dân số:,"Tỉ lệ sinh cao, tỉ lệ tử cao.","Tỉ lệ sinh giảm, tỉ lệ tử giảm.","Tỉ lệ sinh cao, tỉ lệ tử giảm.","Tỉ lệ tử cao, tỉ lệ sinh giảm.",C,geography
Sự bùng nổ dân số đang diễn ra ở các châu lục nào dưới đây:,Châu Đại Dương.,Bắc Mĩ.,Châu Âu.,Nam Mĩ.,D,geography
Châu lục nào có tỉ lệ gia tăng tự nhiên dân số thấp nhất:,Châu Á.,Châu Âu.,Châu Phi.,Châu Đại Dương.,B,geography
Theo em đến năm 2050 dân số thế giới sẽ là bao nhiêu:,"7,9 tỉ người.","8,9 tỉ người.",10 tỉ người.,12 tỉ người.,B,geography
Châu lục nào có số dân ít nhất (so với toàn thế giới)?,Châu Á.,Châu Âu.,Châu Phi.,Châu Đại Dương,D,geography
Gia tăng dân số tự nhiên phụ thuộc vào:,Sự tương quan giữa số trẻ sinh ra và số người chết đi trong một năm.,Sự tương quan giữa số trẻ sinh ra và số người từ nơi khác đến trong một năm.,Sự tương quan giữa số trẻ sinh ra và số người chuyển đi trong một năm.,Sự tương quan giữa số người chuyển đi và số người từ nơi khác đến trong một năm.,A,geography
Gia tăng cơ giới là sự gia tăng dân số do:,Sự tương quan giữa số trẻ sinh ra và số người chết đi.,Sự tương quan giữa số trẻ sinh ra và số người từ nơi khác đến.,Sự tương quan giữa số trẻ sinh ra và số người chuyển đi.,Sự tương quan giữa số người chuyển đi và số người từ nơi khác đến.,D,geography
Dân cư phân bố thưa thớt ở những khu vực nào sau đây?,đồng bằng.,các trục giao thông lớn.,"ven biển, các con sông lớn.","hoang mạc, miền núi, hải đảo.",D,geography
Người ta dựa vào yếu tố nào để phân chia các chủng tộc trên thế giới?,Vóc dáng,Thể lực,Cấu tạo bên trong,Đặc điểm hình thái.,D,geography
