predict,label,score,model
"sulfuric acid has two acidic protons, while sulfurous acid only has one.",sulfuric acid has the hydrogen atoms bound directly to the sulfur atom,0.25,gemma2_9b_logging_file_mmlu
the existentialist view and the nihilistic view,the external view and the internal view,0.7142857142857143,gemma2_9b_logging_file_mmlu
chemoreceptors,feature detectors,0.0,gemma2_9b_logging_file_mmlu
there are universal and unchanging truths about the good life.,"what is right or wrong, true or false varies from one culture to another.",0.0,gemma2_9b_logging_file_mmlu
drag racing,dogsledding,0.0,gemma2_9b_logging_file_mmlu
armature winding,lap winding,0.5,gemma2_9b_logging_file_mmlu
aptitude test,EQ test.,0.5,gemma2_9b_logging_file_mmlu
The sample is likely to be representative of the customer base.,Her procedure introduces bias through sampling error.,0.0,gemma2_9b_logging_file_mmlu
individuals who migrated from a specific region with distinct strontium isotopes,an elite class of astronomer-priests who ate mostly vegetables and fish,0.09090909090909091,gemma2_9b_logging_file_mmlu
II and IV,"II, III, and IV",0.8571428571428571,gemma2_9b_logging_file_mmlu
inseparable,imaginary,0.0,gemma2_9b_logging_file_mmlu
we learn social roles through observation and imitation of others,we create and negotiate our roles through interaction with others,0.4000000000000001,gemma2_9b_logging_file_mmlu
"Yes, Functional",No No,0.0,gemma2_9b_logging_file_mmlu
"taboo, folkways, the law, and mores","the law, folkways, folkways, and folkways",0.5,gemma2_9b_logging_file_mmlu
The conducting sphere will develop a net charge of -Q/2.,An electric field will be induced within the conducting sphere.,0.3,gemma2_9b_logging_file_mmlu
"The long-term maintenance of processes according to environmental, economic and social considerations.","The short-term maintenance of systems according to environmental, economic and social considerations",0.8333333333333334,gemma2_9b_logging_file_mmlu
Headaches are the third most common reason for visiting a doctor.,Severe pain usually indicates a life threatening cause,0.10526315789473685,gemma2_9b_logging_file_mmlu
ferromagnetic materials only.,conducting and magnetic materials.,0.28571428571428575,gemma2_9b_logging_file_mmlu
thoracic,thoracic,1.0,gemma2_9b_logging_file_mmlu
"Wrong, Not Wrong","Wrong, Not wrong",1.0,gemma2_9b_logging_file_mmlu
a manifestation of a specific type of matter,a force that works through matter,0.28571428571428575,gemma2_9b_logging_file_mmlu
"Yes, because it provides a strong link to the suspect and the crime scene.","No, because this shoe is irrelevant and will have no residue or other probative evidence relating to it.",0.125,gemma2_9b_logging_file_mmlu
"Deny the motion, finding that the custom is not a defense to negligence as a matter of law.",Deny the motion and submit the case to the jury with instructions that the ship's owner should win if the longshoreman was improperly near the hatch.,0.2272727272727273,gemma2_9b_logging_file_mmlu
stare decisis,nolo contendere,0.0,gemma2_9b_logging_file_mmlu
the significant role of resource dependence in international relations.,the importance of military superiority.,0.2857142857142857,gemma2_9b_logging_file_mmlu
be ultimately unsuccessful because rationality is not a morally relevant difference.,fail to give an adequate answer to the argument from marginal cases.,0.0,gemma2_9b_logging_file_mmlu
Precipitation,Availability of oxygen,0.0,gemma2_9b_logging_file_mmlu
Negligence claims generally require proof of physical injury.,The complaint does not allege that the manufacturer's conduct was extreme and outrageous.,0.0,gemma2_9b_logging_file_mmlu
"The strong nuclear force, because it binds the protons and neutrons together in the nuclei of the atoms in the table and wood, giving them mass and structure.","The gravitational force, because by F = GMm/r^2, the force of the table on the wood at that close range is sufficient to balance the force of the Earth on the wood.",0.3050847457627119,gemma2_9b_logging_file_mmlu
"the Nahua people, who inhabited the region after Teotihuacán's decline.","the city's first king, who named it after his favorite deity.",0.28571428571428564,gemma2_9b_logging_file_mmlu
a principle that could be universally applied without contradiction.,an ethical dilemma.,0.0,gemma2_9b_logging_file_mmlu
at least daily,every hour.,0.0,gemma2_9b_logging_file_mmlu
"Right, Wrong","Wrong, Not wrong",0.4,gemma2_9b_logging_file_mmlu
a potential obstacle to focusing on the here and now.,"""the """"second layer"""" of therapy.""",0.13333333333333333,gemma2_9b_logging_file_mmlu
By increasing genetic diversity within bacterial populations,By making the bacterial cell more resistant to predators,0.25,gemma2_9b_logging_file_mmlu
Serum sickness,Cytokine secretion by natural killer cells,0.0,gemma2_9b_logging_file_mmlu
"Yes, but the court should inform the jury that the expert was retained by the manufacturer and compensated contingent on his opinion.","Yes, provided that the plaintiff had notice and an opportunity to participate in the testing process.",0.2105263157894737,gemma2_9b_logging_file_mmlu
the student as a joint tenant with right of survivorship.,the co-worker and the student as joint tenants with right of survivorship.,0.7272727272727272,gemma2_9b_logging_file_mmlu
Albuquerque,Santa Fe,0.0,gemma2_9b_logging_file_mmlu
(x − 2)(x + 2)(x − 2i)(x + 2i),(x+1)^4,0.0,gemma2_9b_logging_file_mmlu
Term limits for the President,The term length for members of Congress,0.3333333333333333,gemma2_9b_logging_file_mmlu
Rodents,Pigs,0.0,gemma2_9b_logging_file_mmlu
internalization,integrative awareness,0.0,gemma2_9b_logging_file_mmlu
Growing unrest and peasant revolts threatened the stability of the Russian Empire.,A labor force to complete the Trans-Siberian Railroad was needed as well as military recruits.,0.07407407407407407,gemma2_9b_logging_file_mmlu
"The Reds improve their performance, leading to increased demand for tickets.",The city of Cincinnati is undertaking a huge highway construction project that strands fans in pregame traffic jams for hours.,0.12903225806451613,gemma2_9b_logging_file_mmlu
twice the bend,half the bend.,0.6666666666666666,gemma2_9b_logging_file_mmlu
discrete variable,continuous variable,0.5,gemma2_9b_logging_file_mmlu
The government spending multiplier when the marginal propensity to consume is 0,The spending (or expenditure) multiplier,0.35294117647058826,gemma2_9b_logging_file_mmlu
Cognitive,Conative.,0.0,gemma2_9b_logging_file_mmlu
The inherent goodness of Chinese exports contrasts with the harmful nature of opium.,Britain is unwise to risk the wrath of a militarily more powerful state.,0.15384615384615385,gemma2_9b_logging_file_mmlu
],"sustained, because the police lacked probable cause to search the defendant's home.",0.0,gemma2_9b_logging_file_mmlu
The comet's motion through the solar wind causes the ions to be deflected.,The ions are following Keplerian orbits that lead away from the Sun.,0.16,gemma2_9b_logging_file_mmlu
Pleiotropy can lead to the fixation of traits that are maladaptive in some contexts.,Natural selection reduces the frequency of maladaptive genes in populations over the course of time.,0.2758620689655172,gemma2_9b_logging_file_mmlu
fall,and taxes fall.,0.5,gemma2_9b_logging_file_mmlu
the gradual and incremental process of policy change,cooperation between the two major political parties,0.13333333333333333,gemma2_9b_logging_file_mmlu
sustain the objection because the witness is not testifying as an expert.,overrule the objection if the witness has already been shown to be an experienced driver who was able to estimate the approximate speed of moving vehicles.,0.2631578947368421,gemma2_9b_logging_file_mmlu
"Scenario 1, Scenario 2","Wrong, Wrong",0.0,gemma2_9b_logging_file_mmlu
The rise of mercantilism,Colonization of overseas territories by joint-stock companies,0.18181818181818182,gemma2_9b_logging_file_mmlu
If the patient has a history of recurrent urinary tract infections or a compromised immune system.,If the patient has had a catheter in situ for a week.,0.42857142857142855,gemma2_9b_logging_file_mmlu
become more aware of and responsible for their own experiences.,develop a “healthy style of life.”,0.125,gemma2_9b_logging_file_mmlu
the equation of exchange is simplified to MV = P*Q,changes in the price level have no effect on the money supply.,0.09523809523809525,gemma2_9b_logging_file_mmlu
acronyms,recognition,0.0,gemma2_9b_logging_file_mmlu
The International Covenant on Civil and Political Rights,The UN special mandates,0.16666666666666666,gemma2_9b_logging_file_mmlu
It outlawed discriminatory voting practices like poll taxes and literacy tests.,States have been prohibited from establishing voter identification requirements.,0.0,gemma2_9b_logging_file_mmlu
That the monarchy was expected to participate in and support social events,That important political progress could only be made by attending social events,0.25,gemma2_9b_logging_file_mmlu
2,4,0.0,gemma2_9b_logging_file_mmlu
stomata on the top surface and relatively many water-conducting (xylem) cells,stomata on the top surface and relatively many water-conducting (xylem) cells,1.0,gemma2_9b_logging_file_mmlu
"the new law does not violate the principle of ex post facto because it applies to future conduct, not past conduct.",a letter sent through ordinary mail is sufficient notice to satisfj due process for discontinuation of pension benefits.,0.05128205128205128,gemma2_9b_logging_file_mmlu
2000,1667,0.0,gemma2_9b_logging_file_mmlu
"Yes, because the purchaser is responsible for conducting a title search and is aware of the risk of purchasing property with an outstanding mortgage.","Yes, because the court can only force the original four owners to clear the mortgage by paying it in full.",0.22727272727272727,gemma2_9b_logging_file_mmlu
],8,0.0,gemma2_9b_logging_file_mmlu
"Not wrong, Wrong","Not wrong, Not wrong",0.8571428571428571,gemma2_9b_logging_file_mmlu
only series resonant frequency.,neither series nor parallel frequency.,0.4444444444444445,gemma2_9b_logging_file_mmlu
"No, because the attorney-client privilege does not apply to communications made in the presence of a third party.","Yes, because either the plaintiff or the defendant may claim the privilege on behalf of the partnership.",0.22857142857142856,gemma2_9b_logging_file_mmlu
],By encouraging the use of French as the universal language,0.0,gemma2_9b_logging_file_mmlu
42 ÷ 7,42 × 7,0.6666666666666666,gemma2_9b_logging_file_mmlu
James K. Polk,Ronald Reagan,0.0,gemma2_9b_logging_file_mmlu
15.7 V,0.04 V,0.5,gemma2_9b_logging_file_mmlu
The night journey of Muhammad from Mecca to Jerusalem,Muhammad's migration to Mecca,0.15384615384615383,gemma2_9b_logging_file_mmlu
integration,amalgamation.,0.0,gemma2_9b_logging_file_mmlu
the country's economic growth rate,future social spending needs of the population.,0.16666666666666666,gemma2_9b_logging_file_mmlu
"Subjective security: when an individual or group perceives a threat to their well-being, regardless of objective reality.",Referent object: whom or what we act to make secure.,0.14814814814814817,gemma2_9b_logging_file_mmlu
120 nm,300 nm,0.5,gemma2_9b_logging_file_mmlu
The mandible grows primarily by intramembranous ossification.,The functional matrix acting on the angle of the mandible is the lateral pterygoid muscle,0.18181818181818182,gemma2_9b_logging_file_mmlu
"Yes, because the Supreme Court has held that mandatory life-without-parole sentences for juveniles convicted of non-homicide offenses are unconstitutional.","No, because a juvenile may be sentenced to life without parole if release would pose a danger to the community.",0.10256410256410256,gemma2_9b_logging_file_mmlu
Internal office decor,Impact on local communities,0.0,gemma2_9b_logging_file_mmlu
sensory neuronal processes only,motor neuronal processes.,0.5714285714285715,gemma2_9b_logging_file_mmlu
"False, True","False, True",1.0,gemma2_9b_logging_file_mmlu
Increased investment and economic growth.,Savings will be discouraged.,0.0,gemma2_9b_logging_file_mmlu
"unconstitutional, because it is likely to be deemed overly restrictive after the first trimester.","constitutional, because the state's statutestrikes a proper balance between the fundamental right of a woman to choose to terminatea pregnancy by abortion and the due processright to life of the unborn child.",0.13043478260869562,gemma2_9b_logging_file_mmlu
security audits,buffer checks,0.0,gemma2_9b_logging_file_mmlu
Those with lower levels of education,Blue-collar workers who belong to a union,0.0,gemma2_9b_logging_file_mmlu
"Closed, torus","Compound, transverse",0.0,gemma2_9b_logging_file_mmlu
admissible as evidence of a motive to conceal wrongdoing.,"inadmissible, because the probative value is substantially outweighed by the danger of unfair prejudice.",0.08695652173913043,gemma2_9b_logging_file_mmlu
